"Dist Code","Year","State Code","State Name","Dist Name","SOYABEAN AREA (1000 ha)","SOYABEAN PRODUCTION (1000 tons)","SOYABEAN YIELD (Kg per ha)"
"72","2017","5","Karnataka","Chitradurga","0.06","0.09","1526.32"
"73","2008","5","Karnataka","Bellary","0.0","0.0","0.0"
"73","2009","5","Karnataka","Bellary","0.0","0.0","0.0"
"73","2010","5","Karnataka","Bellary","0.0","0.0","0.0"
"73","2011","5","Karnataka","Bellary","0.0","0.0","0.0"
"73","2012","5","Karnataka","Bellary","0.02","0.02","1000.0"
"73","2013","5","Karnataka","Bellary","0.0","0.0","0.0"
"73","2014","5","Karnataka","Bellary","0.0","0.0","0.0"
"73","2015","5","Karnataka","Bellary","0.0","0.0","0.0"
"73","2016","5","Karnataka","Bellary","0.0","0.0","0.0"
"73","2017","5","Karnataka","Bellary","0.0","0.0","0.0"
"74","2008","5","Karnataka","Dharwad","36.75","26.22","713.47"
"74","2009","5","Karnataka","Dharwad","47.37","22.94","484.27"
"74","2010","5","Karnataka","Dharwad","37.83","34.92","923.08"
"74","2011","5","Karnataka","Dharwad","28.75","24.38","848.0"
"74","2012","5","Karnataka","Dharwad","27.29","18.48","677.17"
"74","2013","5","Karnataka","Dharwad","33.69","34.15","1013.65"
"74","2014","5","Karnataka","Dharwad","37.0","37.0","1000.0"
"74","2015","5","Karnataka","Dharwad","47.08","29.16","619.37"
"74","2016","5","Karnataka","Dharwad","48.28","59.31","1228.4"
"74","2017","5","Karnataka","Dharwad","36.39","30.46","837.18"
"75","2008","5","Karnataka","Belgaum","70.1","47.15","672.61"
"75","2009","5","Karnataka","Belgaum","97.4","49.32","506.37"
"75","2010","5","Karnataka","Belgaum","78.66","64.42","818.97"
"75","2011","5","Karnataka","Belgaum","77.18","60.27","780.9"
"75","2012","5","Karnataka","Belgaum","60.2","40.38","670.76"
"75","2013","5","Karnataka","Belgaum","66.77","49.16","736.26"
"75","2014","5","Karnataka","Belgaum","74.31","67.99","914.95"
"75","2015","5","Karnataka","Belgaum","90.45","30.76","340.1"
"75","2016","5","Karnataka","Belgaum","93.87","100.86","1074.45"
"75","2017","5","Karnataka","Belgaum","76.75","94.49","1231.2"
"76","2008","5","Karnataka","Bijapur / Vijayapura","2.28","2.31","1013.16"
"76","2009","5","Karnataka","Bijapur / Vijayapura","3.52","2.04","579.55"
"76","2010","5","Karnataka","Bijapur / Vijayapura","3.7","3.03","818.92"
"76","2011","5","Karnataka","Bijapur / Vijayapura","3.03","2.61","861.39"
"76","2012","5","Karnataka","Bijapur / Vijayapura","0.29","0.22","758.62"
"76","2013","5","Karnataka","Bijapur / Vijayapura","3.01","3.61","1199.34"
"76","2014","5","Karnataka","Bijapur / Vijayapura","2.51","2.4","956.18"
"76","2015","5","Karnataka","Bijapur / Vijayapura","1.89","2.06","1086.59"
"76","2016","5","Karnataka","Bijapur / Vijayapura","3.95","3.95","998.48"
"76","2017","5","Karnataka","Bijapur / Vijayapura","0.95","1.11","1170.71"
"77","2008","5","Karnataka","Bidar","23.29","16.09","690.85"
"77","2009","5","Karnataka","Bidar","33.51","7.89","235.45"
"77","2010","5","Karnataka","Bidar","47.43","44.88","946.24"
"77","2011","5","Karnataka","Bidar","81.07","84.71","1044.9"
"77","2012","5","Karnataka","Bidar","77.19","115.27","1493.33"
"77","2013","5","Karnataka","Bidar","109.39","174.9","1598.87"
"77","2014","5","Karnataka","Bidar","120.02","68.53","570.99"
"77","2015","5","Karnataka","Bidar","111.32","72.86","654.55"
"77","2016","5","Karnataka","Bidar","151.87","56.56","372.4"
"77","2017","5","Karnataka","Bidar","149.03","270.84","1817.35"
"78","2008","5","Karnataka","Raichur","0.0","0.0","0.0"
"78","2009","5","Karnataka","Raichur","0.0","0.0","0.0"
"78","2010","5","Karnataka","Raichur","0.0","0.0","0.0"
"78","2011","5","Karnataka","Raichur","0.0","0.0","0.0"
"78","2012","5","Karnataka","Raichur","0.0","0.0","0.0"
"78","2013","5","Karnataka","Raichur","0.0","0.0","0.0"
"78","2014","5","Karnataka","Raichur","0.0","0.0","0.0"
"78","2015","5","Karnataka","Raichur","0.0","0.0","0.0"
"78","2016","5","Karnataka","Raichur","0.0","0.0","0.0"
"78","2017","5","Karnataka","Raichur","0.0","0.0","0.0"
"79","2008","5","Karnataka","Gulbarga / Kalaburagi","1.06","0.73","688.68"
"79","2009","5","Karnataka","Gulbarga / Kalaburagi","1.85","0.19","102.7"
"79","2010","5","Karnataka","Gulbarga / Kalaburagi","0.38","0.14","368.42"
"79","2011","5","Karnataka","Gulbarga / Kalaburagi","0.87","0.32","367.82"
"79","2012","5","Karnataka","Gulbarga / Kalaburagi","4.51","3.42","758.31"
"79","2013","5","Karnataka","Gulbarga / Kalaburagi","6.05","8.33","1376.86"
"79","2014","5","Karnataka","Gulbarga / Kalaburagi","21.7","13.17","606.91"
"79","2015","5","Karnataka","Gulbarga / Kalaburagi","7.22","5.04","698.28"
"79","2016","5","Karnataka","Gulbarga / Kalaburagi","19.83","16.56","835.03"
"79","2017","5","Karnataka","Gulbarga / Kalaburagi","13.35","26.13","1957.02"
"80","2008","5","Karnataka","Dakshina Kannada","0.0","0.0","0.0"
"80","2009","5","Karnataka","Dakshina Kannada","0.0","0.0","0.0"
"80","2010","5","Karnataka","Dakshina Kannada","0.0","0.0","0.0"
"80","2011","5","Karnataka","Dakshina Kannada","0.0","0.0","0.0"
"80","2012","5","Karnataka","Dakshina Kannada","0.0","0.0","0.0"
"80","2013","5","Karnataka","Dakshina Kannada","0.0","0.0","0.0"
"80","2014","5","Karnataka","Dakshina Kannada","0.0","0.0","0.0"
"80","2015","5","Karnataka","Dakshina Kannada","0.0","0.0","0.0"
"80","2016","5","Karnataka","Dakshina Kannada","0.0","0.0","0.0"
"80","2017","5","Karnataka","Dakshina Kannada","0.0","0.0","0.0"
"81","2008","5","Karnataka","Uttara Kannada","0.03","0.02","666.67"
"81","2009","5","Karnataka","Uttara Kannada","0.02","0.01","500.0"
"81","2010","5","Karnataka","Uttara Kannada","0.0","0.0","0.0"
"81","2011","5","Karnataka","Uttara Kannada","0.0","0.0","0.0"
"81","2012","5","Karnataka","Uttara Kannada","0.0","0.0","0.0"
"81","2013","5","Karnataka","Uttara Kannada","0.0","0.0","0.0"
"81","2014","5","Karnataka","Uttara Kannada","0.0","0.0","0.0"
"81","2015","5","Karnataka","Uttara Kannada","0.01","0.0","500.0"
"81","2016","5","Karnataka","Uttara Kannada","0.0","0.0","750.0"
"81","2017","5","Karnataka","Uttara Kannada","0.01","0.01","1571.43"
"82","2008","5","Karnataka","Kodagu / Coorg","0.0","0.0","0.0"
"82","2009","5","Karnataka","Kodagu / Coorg","0.0","0.0","0.0"
"82","2010","5","Karnataka","Kodagu / Coorg","0.0","0.0","0.0"
"82","2011","5","Karnataka","Kodagu / Coorg","0.0","0.0","0.0"
"82","2012","5","Karnataka","Kodagu / Coorg","0.0","0.0","0.0"
"82","2013","5","Karnataka","Kodagu / Coorg","0.0","0.0","0.0"
"82","2014","5","Karnataka","Kodagu / Coorg","0.0","0.0","0.0"
"82","2015","5","Karnataka","Kodagu / Coorg","0.0","0.0","0.0"
"82","2016","5","Karnataka","Kodagu / Coorg","0.0","0.0","0.0"
"82","2017","5","Karnataka","Kodagu / Coorg","0.0","0.0","0.0"
"83","2008","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","0.0","0.0","0.0"
"83","2009","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","0.02","0.0","0.0"
"83","2010","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","0.0","0.0","0.0"
"83","2011","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","0.0","0.0","0.0"
"83","2012","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","0.0","0.0","0.0"
"83","2013","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","0.0","0.0","0.0"
"83","2014","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","0.0","0.0","0.0"
"83","2015","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","0.0","0.0","0.0"
"83","2016","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","0.0","0.0","0.0"
"83","2017","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","0.0","0.0","0.0"
"84","2008","11","Tamil Nadu","South Arcot / Cuddalore","0.0","0.0","0.0"
"84","2009","11","Tamil Nadu","South Arcot / Cuddalore","0.0","0.0","0.0"
"84","2010","11","Tamil Nadu","South Arcot / Cuddalore","0.0","0.0","0.0"
"84","2011","11","Tamil Nadu","South Arcot / Cuddalore","0.0","0.0","0.0"
"84","2012","11","Tamil Nadu","South Arcot / Cuddalore","0.0","0.0","0.0"
"84","2013","11","Tamil Nadu","South Arcot / Cuddalore","0.0","0.0","0.0"
"84","2014","11","Tamil Nadu","South Arcot / Cuddalore","0.0","0.0","0.0"
"84","2015","11","Tamil Nadu","South Arcot / Cuddalore","0.0","0.0","0.0"
"84","2016","11","Tamil Nadu","South Arcot / Cuddalore","0.0","0.0","0.0"
"84","2017","11","Tamil Nadu","South Arcot / Cuddalore","0.0","0.0","0.0"
"85","2008","11","Tamil Nadu","North Arcot / Vellore","0.0","0.0","0.0"
"85","2009","11","Tamil Nadu","North Arcot / Vellore","0.0","0.0","0.0"
"85","2010","11","Tamil Nadu","North Arcot / Vellore","0.01","0.0","0.0"
"85","2011","11","Tamil Nadu","North Arcot / Vellore","0.0","0.0","0.0"
"85","2012","11","Tamil Nadu","North Arcot / Vellore","0.0","0.0","0.0"
"85","2013","11","Tamil Nadu","North Arcot / Vellore","0.0","0.0","0.0"
"85","2014","11","Tamil Nadu","North Arcot / Vellore","0.0","0.0","0.0"
"85","2015","11","Tamil Nadu","North Arcot / Vellore","0.0","0.0","0.0"
"85","2016","11","Tamil Nadu","North Arcot / Vellore","0.0","0.0","0.0"
"85","2017","11","Tamil Nadu","North Arcot / Vellore","0.0","0.0","0.0"
"86","2008","11","Tamil Nadu","Salem","0.13","0.0","0.0"
"86","2009","11","Tamil Nadu","Salem","0.21","0.0","0.0"
"86","2010","11","Tamil Nadu","Salem","0.16","0.0","0.0"
"86","2011","11","Tamil Nadu","Salem","0.0","0.0","0.0"
"86","2012","11","Tamil Nadu","Salem","0.05","0.0","0.0"
"86","2013","11","Tamil Nadu","Salem","0.0","0.0","0.0"
"86","2014","11","Tamil Nadu","Salem","0.0","0.0","0.0"
"86","2015","11","Tamil Nadu","Salem","0.0","0.0","0.0"
"86","2016","11","Tamil Nadu","Salem","0.0","0.0","0.0"
"86","2017","11","Tamil Nadu","Salem","0.0","0.0","0.0"
"87","2008","11","Tamil Nadu","Coimbatore","0.0","0.0","0.0"
"87","2009","11","Tamil Nadu","Coimbatore","0.0","0.0","0.0"
"87","2010","11","Tamil Nadu","Coimbatore","0.0","0.0","0.0"
"87","2011","11","Tamil Nadu","Coimbatore","0.0","0.0","0.0"
"87","2012","11","Tamil Nadu","Coimbatore","0.0","0.0","0.0"
"87","2013","11","Tamil Nadu","Coimbatore","0.0","0.0","0.0"
"87","2014","11","Tamil Nadu","Coimbatore","0.0","0.0","0.0"
"87","2015","11","Tamil Nadu","Coimbatore","0.0","0.0","0.0"
"87","2016","11","Tamil Nadu","Coimbatore","0.0","0.0","0.0"
"87","2017","11","Tamil Nadu","Coimbatore","0.0","0.0","0.0"
"88","2008","11","Tamil Nadu","Tiruchirapalli / Trichy","0.0","0.0","0.0"
"88","2009","11","Tamil Nadu","Tiruchirapalli / Trichy","0.0","0.0","0.0"
"88","2010","11","Tamil Nadu","Tiruchirapalli / Trichy","0.01","0.0","0.0"
"88","2011","11","Tamil Nadu","Tiruchirapalli / Trichy","0.0","0.0","0.0"
"88","2012","11","Tamil Nadu","Tiruchirapalli / Trichy","0.04","0.0","0.0"
"88","2013","11","Tamil Nadu","Tiruchirapalli / Trichy","0.0","0.0","0.0"
"88","2014","11","Tamil Nadu","Tiruchirapalli / Trichy","0.0","0.0","0.0"
"88","2015","11","Tamil Nadu","Tiruchirapalli / Trichy","0.0","0.0","0.0"
"88","2016","11","Tamil Nadu","Tiruchirapalli / Trichy","0.0","0.0","0.0"
"88","2017","11","Tamil Nadu","Tiruchirapalli / Trichy","0.0","0.0","0.0"
"89","2008","11","Tamil Nadu","Thanjavur","0.24","0.0","0.0"
"89","2009","11","Tamil Nadu","Thanjavur","0.11","0.0","0.0"
"89","2010","11","Tamil Nadu","Thanjavur","0.06","0.0","0.0"
"89","2011","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0"
"89","2012","11","Tamil Nadu","Thanjavur","0.09","0.0","0.0"
"89","2013","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0"
"89","2014","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0"
"89","2015","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0"
"89","2016","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0"
"89","2017","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0"
"90","2008","11","Tamil Nadu","Madurai","0.0","0.0","0.0"
"90","2009","11","Tamil Nadu","Madurai","0.0","0.0","0.0"
"90","2010","11","Tamil Nadu","Madurai","0.0","0.0","0.0"
"90","2011","11","Tamil Nadu","Madurai","0.0","0.0","0.0"
"90","2012","11","Tamil Nadu","Madurai","0.01","0.0","0.0"
"90","2013","11","Tamil Nadu","Madurai","0.0","0.0","0.0"
"90","2014","11","Tamil Nadu","Madurai","0.0","0.0","0.0"
"90","2015","11","Tamil Nadu","Madurai","0.0","0.0","0.0"
"90","2016","11","Tamil Nadu","Madurai","0.0","0.0","0.0"
"90","2017","11","Tamil Nadu","Madurai","0.0","0.0","0.0"
"91","2008","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0"
"91","2009","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0"
"91","2010","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0"
"91","2011","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0"
"91","2012","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0"
"91","2013","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0"
"91","2014","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0"
"91","2015","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0"
"91","2016","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0"
"91","2017","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0"
"92","2008","11","Tamil Nadu","Thirunelveli","0.01","0.0","0.0"
"92","2009","11","Tamil Nadu","Thirunelveli","0.02","0.0","0.0"
"92","2010","11","Tamil Nadu","Thirunelveli","0.02","0.0","0.0"
"92","2011","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0"
"92","2012","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0"
"92","2013","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0"
"92","2014","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0"
"92","2015","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0"
"92","2016","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0"
"92","2017","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0"
"93","2008","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0"
"93","2009","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0"
"93","2010","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0"
"93","2011","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0"
"93","2012","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0"
"93","2013","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0"
"93","2014","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0"
"93","2015","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0"
"93","2016","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0"
"93","2017","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0"
"94","2008","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0"
"94","2009","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0"
"94","2010","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0"
"94","2011","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0"
"94","2012","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0"
"94","2013","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0"
"94","2014","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0"
"94","2015","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0"
"94","2016","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0"
"94","2017","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0"
"95","2008","7","Maharashtra","Bombay","0.0","0.0","0.0"
"95","2009","7","Maharashtra","Bombay","0.0","0.0","0.0"
"95","2010","7","Maharashtra","Bombay","0.0","0.0","0.0"
"95","2011","7","Maharashtra","Bombay","0.0","0.0","0.0"
"95","2012","7","Maharashtra","Bombay","0.0","0.0","0.0"
"95","2016","7","Maharashtra","Bombay","0.0","0.0","0.0"
"96","2008","7","Maharashtra","Thane","0.0","0.0","0.0"
"96","2009","7","Maharashtra","Thane","0.0","0.0","0.0"
"96","2010","7","Maharashtra","Thane","0.0","0.0","0.0"
"96","2011","7","Maharashtra","Thane","0.0","0.0","0.0"
"96","2012","7","Maharashtra","Thane","0.0","0.0","0.0"
"96","2013","7","Maharashtra","Thane","0.0","0.0","0.0"
"96","2014","7","Maharashtra","Thane","0.0","0.0","0.0"
"96","2015","7","Maharashtra","Thane","0.0","0.0","0.0"
"96","2016","7","Maharashtra","Thane","0.0","0.0","0.0"
"96","2017","7","Maharashtra","Thane","0.0","0.0","0.0"
"97","2008","7","Maharashtra","Raigad","0.0","0.0","0.0"
"97","2009","7","Maharashtra","Raigad","0.0","0.0","0.0"
"97","2010","7","Maharashtra","Raigad","0.0","0.0","0.0"
"97","2011","7","Maharashtra","Raigad","0.0","0.0","0.0"
"97","2012","7","Maharashtra","Raigad","0.0","0.0","0.0"
"97","2013","7","Maharashtra","Raigad","0.0","0.0","0.0"
"97","2014","7","Maharashtra","Raigad","0.0","0.0","0.0"
"97","2015","7","Maharashtra","Raigad","0.0","0.0","0.0"
"97","2016","7","Maharashtra","Raigad","0.0","0.0","0.0"
"97","2017","7","Maharashtra","Raigad","0.0","0.0","0.0"
"98","2008","7","Maharashtra","Ratnagiri","0.0","0.0","0.0"
"98","2009","7","Maharashtra","Ratnagiri","0.0","0.0","0.0"
"98","2010","7","Maharashtra","Ratnagiri","0.0","0.0","0.0"
"98","2011","7","Maharashtra","Ratnagiri","0.0","0.0","0.0"
"98","2012","7","Maharashtra","Ratnagiri","0.0","0.0","0.0"
"98","2013","7","Maharashtra","Ratnagiri","0.0","0.0","0.0"
"98","2014","7","Maharashtra","Ratnagiri","0.0","0.0","0.0"
"98","2015","7","Maharashtra","Ratnagiri","0.0","0.0","0.0"
"98","2016","7","Maharashtra","Ratnagiri","0.0","0.0","0.0"
"98","2017","7","Maharashtra","Ratnagiri","0.0","0.0","0.0"
"99","2008","7","Maharashtra","Nasik","39.7","51.1","1287.15"
"99","2009","7","Maharashtra","Nasik","55.1","65.41","1187.11"
"99","2010","7","Maharashtra","Nasik","56.9","80.9","1421.79"
"99","2011","7","Maharashtra","Nasik","58.6","81.54","1391.47"
"99","2012","7","Maharashtra","Nasik","56.0","87.31","1559.11"
"99","2013","7","Maharashtra","Nasik","52.4","82.7","1578.24"
"99","2014","7","Maharashtra","Nasik","59.8","85.0","1421.4"
"99","2015","7","Maharashtra","Nasik","59.8","69.6","1163.88"
"99","2016","7","Maharashtra","Nasik","68.7","103.0","1499.27"
"99","2017","7","Maharashtra","Nasik","67.5","137.6","2038.61"
"100","2008","7","Maharashtra","Dhule","41.7","45.1","1081.53"
"100","2009","7","Maharashtra","Dhule","49.9","58.33","1168.94"
"100","2010","7","Maharashtra","Dhule","54.2","100.66","1857.2"
"100","2011","7","Maharashtra","Dhule","43.3","75.25","1737.88"
"100","2012","7","Maharashtra","Dhule","35.8","67.52","1886.03"
"100","2013","7","Maharashtra","Dhule","40.0","49.5","1237.5"
"100","2014","7","Maharashtra","Dhule","43.0","46.7","1086.05"
"100","2015","7","Maharashtra","Dhule","48.4","39.6","818.18"
"100","2016","7","Maharashtra","Dhule","46.3","71.2","1537.8"
"100","2017","7","Maharashtra","Dhule","45.63","71.8","1573.53"
"101","2008","7","Maharashtra","Jalgaon","18.1","33.8","1867.4"
"101","2009","7","Maharashtra","Jalgaon","19.1","41.78","2187.43"
"101","2010","7","Maharashtra","Jalgaon","12.9","26.2","2031.01"
"101","2011","7","Maharashtra","Jalgaon","15.8","31.56","1997.47"
"101","2012","7","Maharashtra","Jalgaon","15.0","25.58","1705.33"
"101","2013","7","Maharashtra","Jalgaon","15.0","26.5","1766.67"
"101","2014","7","Maharashtra","Jalgaon","25.0","35.4","1416.0"
"101","2015","7","Maharashtra","Jalgaon","31.8","17.6","553.46"
"101","2016","7","Maharashtra","Jalgaon","33.9","63.6","1876.11"
"101","2017","7","Maharashtra","Jalgaon","34.14","55.9","1637.42"
"102","2008","7","Maharashtra","Ahmednagar","55.5","40.1","722.52"
"102","2009","7","Maharashtra","Ahmednagar","58.0","53.22","917.59"
"102","2010","7","Maharashtra","Ahmednagar","50.7","90.82","1791.32"
"102","2011","7","Maharashtra","Ahmednagar","58.6","122.7","2093.86"
"102","2012","7","Maharashtra","Ahmednagar","56.8","28.06","494.01"
"102","2013","7","Maharashtra","Ahmednagar","65.9","74.5","1130.5"
"102","2014","7","Maharashtra","Ahmednagar","58.2","35.9","616.84"
"102","2015","7","Maharashtra","Ahmednagar","40.9","19.8","484.11"
"102","2016","7","Maharashtra","Ahmednagar","52.0","41.7","801.92"
"102","2017","7","Maharashtra","Ahmednagar","59.28","86.9","1465.83"
"103","2008","7","Maharashtra","Pune","2.4","3.7","1541.67"
"103","2009","7","Maharashtra","Pune","3.3","4.67","1415.15"
"103","2010","7","Maharashtra","Pune","2.9","5.75","1982.76"
"103","2011","7","Maharashtra","Pune","3.9","8.22","2107.69"
"103","2012","7","Maharashtra","Pune","4.2","8.12","1933.33"
"103","2013","7","Maharashtra","Pune","6.9","26.8","3884.06"
"103","2014","7","Maharashtra","Pune","7.1","11.7","1647.89"
"103","2015","7","Maharashtra","Pune","16.1","47.0","2919.25"
"103","2016","7","Maharashtra","Pune","18.0","38.3","2127.78"
"103","2017","7","Maharashtra","Pune","20.23","40.9","2021.65"
"104","2008","7","Maharashtra","Satara","29.2","62.9","2154.11"
"104","2009","7","Maharashtra","Satara","32.5","65.05","2001.54"
"104","2010","7","Maharashtra","Satara","40.1","65.4","1630.92"
"104","2011","7","Maharashtra","Satara","46.1","74.98","1626.46"
"104","2012","7","Maharashtra","Satara","38.8","69.32","1786.6"
"104","2013","7","Maharashtra","Satara","46.7","95.56","2046.25"
"104","2014","7","Maharashtra","Satara","53.3","90.8","1703.56"
"104","2015","7","Maharashtra","Satara","62.8","100.9","1606.69"
"104","2016","7","Maharashtra","Satara","67.2","121.8","1812.5"
"104","2017","7","Maharashtra","Satara","69.7","128.5","1843.62"
"105","2008","7","Maharashtra","Sangli","55.7","119.9","2152.6"
"105","2009","7","Maharashtra","Sangli","56.0","84.86","1515.36"
"105","2010","7","Maharashtra","Sangli","57.3","119.57","2086.74"
"105","2011","7","Maharashtra","Sangli","59.8","99.92","1670.9"
"105","2012","7","Maharashtra","Sangli","63.0","100.62","1597.14"
"105","2013","7","Maharashtra","Sangli","77.1","159.6","2070.04"
"105","2014","7","Maharashtra","Sangli","36.6","47.7","1303.28"
"105","2015","7","Maharashtra","Sangli","51.7","79.8","1543.52"
"105","2016","7","Maharashtra","Sangli","57.3","127.0","2216.4"
"105","2017","7","Maharashtra","Sangli","47.3","78.8","1665.96"
"106","2008","7","Maharashtra","Solapur","2.5","2.3","920.0"
"106","2009","7","Maharashtra","Solapur","3.2","2.79","871.87"
"106","2010","7","Maharashtra","Solapur","4.3","5.29","1230.23"
"106","2011","7","Maharashtra","Solapur","5.1","12.24","2400.0"
"106","2012","7","Maharashtra","Solapur","5.5","11.48","2087.27"
"106","2013","7","Maharashtra","Solapur","5.5","9.9","1800.0"
"106","2014","7","Maharashtra","Solapur","6.3","7.4","1174.6"
"106","2015","7","Maharashtra","Solapur","14.2","2.4","169.01"
"106","2016","7","Maharashtra","Solapur","27.7","10.17","367.15"
"106","2017","7","Maharashtra","Solapur","33.59","38.56","1148.03"
"107","2008","7","Maharashtra","Kolhapur","58.7","128.3","2185.69"
"107","2009","7","Maharashtra","Kolhapur","59.1","114.51","1937.56"
"107","2010","7","Maharashtra","Kolhapur","49.2","137.12","2786.99"
"107","2011","7","Maharashtra","Kolhapur","48.5","123.38","2543.92"
"107","2012","7","Maharashtra","Kolhapur","49.0","127.48","2601.63"
"107","2013","7","Maharashtra","Kolhapur","55.4","132.53","2392.24"
"107","2014","7","Maharashtra","Kolhapur","56.0","121.2","2164.29"
"107","2015","7","Maharashtra","Kolhapur","53.9","102.39","1899.63"
"107","2016","7","Maharashtra","Kolhapur","52.7","124.3","2358.63"
"107","2017","7","Maharashtra","Kolhapur","51.3","109.7","2138.4"
"108","2008","7","Maharashtra","Aurangabad","43.6","28.1","644.5"
"108","2009","7","Maharashtra","Aurangabad","44.4","51.31","1155.63"
"108","2010","7","Maharashtra","Aurangabad","57.0","96.33","1690.0"
"108","2011","7","Maharashtra","Aurangabad","68.1","101.11","1484.73"
"108","2012","7","Maharashtra","Aurangabad","70.2","49.41","703.85"
"108","2013","7","Maharashtra","Aurangabad","86.1","136.1","1580.72"
"108","2014","7","Maharashtra","Aurangabad","128.0","48.8","381.25"
"108","2015","7","Maharashtra","Aurangabad","141.1","66.9","474.13"
"108","2016","7","Maharashtra","Aurangabad","142.1","202.6","1425.76"
"108","2017","7","Maharashtra","Aurangabad","141.6","92.0","649.72"
"109","2008","7","Maharashtra","Parbhani","203.9","140.9","691.03"
"109","2009","7","Maharashtra","Parbhani","240.9","205.9","854.71"
"109","2010","7","Maharashtra","Parbhani","256.2","402.62","1571.51"
"109","2011","7","Maharashtra","Parbhani","276.5","358.7","1297.29"
"109","2012","7","Maharashtra","Parbhani","285.8","473.64","1657.24"
"109","2013","7","Maharashtra","Parbhani","309.0","360.5","1166.67"
"109","2014","7","Maharashtra","Parbhani","292.3","87.5","299.35"
"109","2015","7","Maharashtra","Parbhani","320.8","114.9","358.17"
"109","2016","7","Maharashtra","Parbhani","408.83","424.1","1037.34"
"109","2017","7","Maharashtra","Parbhani","405.47","401.08","989.18"
"110","2008","7","Maharashtra","Beed","71.4","14.5","203.08"
"110","2009","7","Maharashtra","Beed","68.8","35.44","515.12"
"110","2010","7","Maharashtra","Beed","70.4","96.62","1372.44"
"110","2011","7","Maharashtra","Beed","76.4","118.08","1545.55"
"110","2012","7","Maharashtra","Beed","76.4","126.98","1662.04"
"110","2013","7","Maharashtra","Beed","93.5","174.2","1863.1"
"110","2014","7","Maharashtra","Beed","113.4","39.9","351.85"
"110","2015","7","Maharashtra","Beed","145.1","23.8","164.02"
"110","2016","7","Maharashtra","Beed","169.2","132.35","782.21"
"110","2017","7","Maharashtra","Beed","181.3","128.3","707.67"
"111","2008","7","Maharashtra","Nanded","163.2","129.9","795.96"
"111","2009","7","Maharashtra","Nanded","188.3","86.13","457.41"
"111","2010","7","Maharashtra","Nanded","181.2","268.39","1481.18"
"111","2011","7","Maharashtra","Nanded","183.0","233.76","1277.38"
"111","2012","7","Maharashtra","Nanded","185.0","283.38","1531.78"
"111","2013","7","Maharashtra","Nanded","213.2","274.4","1287.05"
"111","2014","7","Maharashtra","Nanded","218.9","64.5","294.66"
