"Dist Code","Year","State Code","State Name","Dist Name","GROUNDNUT AREA (1000 ha)","GROUNDNUT PRODUCTION (1000 tons)","GROUNDNUT YIELD (Kg per ha)"
"150","2016","10","Rajasthan","Ganganagar","27.48","43.27","1574.44"
"150","2017","10","Rajasthan","Ganganagar","26.87","54.3","2021.14"
"151","2008","10","Rajasthan","Jaipur","60.91","111.12","1824.33"
"151","2009","10","Rajasthan","Jaipur","53.52","78.64","1469.36"
"151","2010","10","Rajasthan","Jaipur","61.22","115.01","1878.63"
"151","2011","10","Rajasthan","Jaipur","70.06","127.5","1819.87"
"151","2012","10","Rajasthan","Jaipur","60.39","99.65","1650.11"
"151","2013","10","Rajasthan","Jaipur","59.29","107.6","1814.81"
"151","2014","10","Rajasthan","Jaipur","48.73","82.19","1686.64"
"151","2015","10","Rajasthan","Jaipur","50.45","71.77","1422.6"
"151","2016","10","Rajasthan","Jaipur","43.62","73.99","1696.2"
"151","2017","10","Rajasthan","Jaipur","41.26","68.99","1671.89"
"152","2008","10","Rajasthan","Jaisalmer","9.22","10.38","1125.81"
"152","2009","10","Rajasthan","Jaisalmer","9.24","8.56","926.41"
"152","2010","10","Rajasthan","Jaisalmer","11.29","16.4","1452.61"
"152","2011","10","Rajasthan","Jaisalmer","14.25","17.61","1235.79"
"152","2012","10","Rajasthan","Jaisalmer","12.66","10.32","815.17"
"152","2013","10","Rajasthan","Jaisalmer","13.56","18.29","1348.82"
"152","2014","10","Rajasthan","Jaisalmer","15.41","17.57","1140.17"
"152","2015","10","Rajasthan","Jaisalmer","17.29","31.23","1806.25"
"152","2016","10","Rajasthan","Jaisalmer","19.79","26.09","1318.24"
"152","2017","10","Rajasthan","Jaisalmer","25.67","42.2","1644.38"
"153","2008","10","Rajasthan","Jalore","4.03","4.5","1116.63"
"153","2009","10","Rajasthan","Jalore","2.61","3.32","1272.03"
"153","2010","10","Rajasthan","Jalore","3.35","5.14","1534.33"
"153","2011","10","Rajasthan","Jalore","5.54","9.95","1796.03"
"153","2012","10","Rajasthan","Jalore","8.1","15.08","1861.73"
"153","2013","10","Rajasthan","Jalore","9.39","15.24","1623.0"
"153","2014","10","Rajasthan","Jalore","10.72","24.38","2274.25"
"153","2015","10","Rajasthan","Jalore","14.44","22.78","1577.56"
"153","2016","10","Rajasthan","Jalore","18.08","35.16","1945.29"
"153","2017","10","Rajasthan","Jalore","20.61","29.02","1408.01"
"154","2008","10","Rajasthan","Jhalawar","1.48","1.57","1060.81"
"154","2009","10","Rajasthan","Jhalawar","1.32","1.26","954.55"
"154","2010","10","Rajasthan","Jhalawar","1.36","2.66","1955.88"
"154","2011","10","Rajasthan","Jhalawar","1.37","1.42","1036.5"
"154","2012","10","Rajasthan","Jhalawar","1.17","1.91","1632.48"
"154","2013","10","Rajasthan","Jhalawar","0.87","1.71","1965.52"
"154","2014","10","Rajasthan","Jhalawar","1.02","2.07","2029.41"
"154","2015","10","Rajasthan","Jhalawar","1.1","2.23","2027.27"
"154","2016","10","Rajasthan","Jhalawar","1.36","2.78","2045.69"
"154","2017","10","Rajasthan","Jhalawar","1.48","2.89","1953.41"
"155","2008","10","Rajasthan","Jhunjhunu","1.72","2.88","1674.42"
"155","2009","10","Rajasthan","Jhunjhunu","1.56","2.28","1461.54"
"155","2010","10","Rajasthan","Jhunjhunu","2.04","3.6","1764.71"
"155","2011","10","Rajasthan","Jhunjhunu","3.12","5.3","1698.72"
"155","2012","10","Rajasthan","Jhunjhunu","3.01","5.71","1897.01"
"155","2013","10","Rajasthan","Jhunjhunu","3.21","5.7","1775.7"
"155","2014","10","Rajasthan","Jhunjhunu","3.17","5.95","1876.97"
"155","2015","10","Rajasthan","Jhunjhunu","2.94","5.59","1901.36"
"155","2016","10","Rajasthan","Jhunjhunu","3.73","7.3","1955.78"
"155","2017","10","Rajasthan","Jhunjhunu","4.27","7.46","1747.54"
"156","2008","10","Rajasthan","Jodhpur","37.64","66.35","1762.75"
"156","2009","10","Rajasthan","Jodhpur","43.89","53.61","1221.46"
"156","2010","10","Rajasthan","Jodhpur","49.08","75.33","1534.84"
"156","2011","10","Rajasthan","Jodhpur","61.76","114.28","1850.39"
"156","2012","10","Rajasthan","Jodhpur","64.22","76.76","1195.27"
"156","2013","10","Rajasthan","Jodhpur","87.17","190.14","2181.26"
"156","2014","10","Rajasthan","Jodhpur","108.82","217.64","2000.0"
"156","2015","10","Rajasthan","Jodhpur","113.44","267.13","2354.81"
"156","2016","10","Rajasthan","Jodhpur","115.45","198.44","1718.85"
"156","2017","10","Rajasthan","Jodhpur","129.42","241.97","1869.62"
"157","2008","10","Rajasthan","Kota","0.85","1.42","1670.59"
"157","2009","10","Rajasthan","Kota","0.91","0.99","1087.91"
"157","2010","10","Rajasthan","Kota","0.93","1.81","1946.24"
"157","2011","10","Rajasthan","Kota","1.17","2.26","1931.62"
"157","2012","10","Rajasthan","Kota","0.86","1.34","1558.14"
"157","2013","10","Rajasthan","Kota","0.4","0.79","1975.0"
"157","2014","10","Rajasthan","Kota","0.47","0.94","2000.0"
"157","2015","10","Rajasthan","Kota","0.76","1.55","2039.47"
"157","2016","10","Rajasthan","Kota","1.38","2.82","2045.62"
"157","2017","10","Rajasthan","Kota","1.41","2.76","1953.22"
"158","2008","10","Rajasthan","Nagaur","17.75","37.67","2122.25"
"158","2009","10","Rajasthan","Nagaur","14.25","18.64","1308.07"
"158","2010","10","Rajasthan","Nagaur","13.29","26.26","1975.92"
"158","2011","10","Rajasthan","Nagaur","14.01","25.22","1800.14"
"158","2012","10","Rajasthan","Nagaur","11.58","11.51","993.96"
"158","2013","10","Rajasthan","Nagaur","12.59","24.77","1967.43"
"158","2014","10","Rajasthan","Nagaur","13.94","21.2","1520.8"
"158","2015","10","Rajasthan","Nagaur","14.5","21.08","1453.79"
"158","2016","10","Rajasthan","Nagaur","14.53","30.55","2103.13"
"158","2017","10","Rajasthan","Nagaur","17.59","30.94","1758.23"
"159","2008","10","Rajasthan","Pali","1.55","0.99","638.71"
"159","2009","10","Rajasthan","Pali","1.59","0.0","0.0"
"159","2010","10","Rajasthan","Pali","1.02","2.0","1960.78"
"159","2011","10","Rajasthan","Pali","1.35","2.06","1525.93"
"159","2012","10","Rajasthan","Pali","1.18","1.41","1194.92"
"159","2013","10","Rajasthan","Pali","0.91","1.99","2186.81"
"159","2014","10","Rajasthan","Pali","1.05","2.11","2009.52"
"159","2015","10","Rajasthan","Pali","1.02","2.07","2029.41"
"159","2016","10","Rajasthan","Pali","0.87","1.79","2045.82"
"159","2017","10","Rajasthan","Pali","0.94","0.89","945.86"
"160","2008","10","Rajasthan","Swami Madhopur","8.25","9.32","1129.7"
"160","2009","10","Rajasthan","Swami Madhopur","7.56","6.97","921.96"
"160","2010","10","Rajasthan","Swami Madhopur","6.61","10.63","1608.17"
"160","2011","10","Rajasthan","Swami Madhopur","8.95","12.55","1402.23"
"160","2012","10","Rajasthan","Swami Madhopur","6.49","8.45","1302.0"
"160","2013","10","Rajasthan","Swami Madhopur","6.72","10.31","1534.23"
"160","2014","10","Rajasthan","Swami Madhopur","4.12","6.0","1456.31"
"160","2015","10","Rajasthan","Swami Madhopur","3.69","4.6","1246.61"
"160","2016","10","Rajasthan","Swami Madhopur","3.75","4.98","1329.6"
"160","2017","10","Rajasthan","Swami Madhopur","2.64","3.1","1171.9"
"161","2008","10","Rajasthan","Sikar","23.27","40.5","1740.44"
"161","2009","10","Rajasthan","Sikar","22.06","29.99","1359.47"
"161","2010","10","Rajasthan","Sikar","23.76","50.34","2118.69"
"161","2011","10","Rajasthan","Sikar","29.54","58.02","1964.12"
"161","2012","10","Rajasthan","Sikar","24.06","39.96","1660.85"
"161","2013","10","Rajasthan","Sikar","23.42","44.91","1917.59"
"161","2014","10","Rajasthan","Sikar","22.0","43.74","1988.18"
"161","2015","10","Rajasthan","Sikar","21.44","42.91","2001.4"
"161","2016","10","Rajasthan","Sikar","21.75","48.82","2245.07"
"161","2017","10","Rajasthan","Sikar","22.54","50.07","2221.12"
"162","2008","10","Rajasthan","Sirohi","5.05","9.19","1819.8"
"162","2009","10","Rajasthan","Sirohi","3.94","5.2","1319.8"
"162","2010","10","Rajasthan","Sirohi","4.63","8.57","1850.97"
"162","2011","10","Rajasthan","Sirohi","5.44","7.31","1343.75"
"162","2012","10","Rajasthan","Sirohi","7.59","14.13","1861.66"
"162","2013","10","Rajasthan","Sirohi","7.8","12.66","1623.08"
"162","2014","10","Rajasthan","Sirohi","9.85","15.91","1615.23"
"162","2015","10","Rajasthan","Sirohi","11.56","18.15","1570.07"
"162","2016","10","Rajasthan","Sirohi","13.94","16.49","1183.48"
"162","2017","10","Rajasthan","Sirohi","17.64","0.0","0.0"
"163","2008","10","Rajasthan","Tonk","15.78","17.46","1106.46"
"163","2009","10","Rajasthan","Tonk","14.86","8.3","558.55"
"163","2010","10","Rajasthan","Tonk","13.24","19.68","1486.4"
"163","2011","10","Rajasthan","Tonk","17.81","21.25","1193.15"
"163","2012","10","Rajasthan","Tonk","13.45","14.21","1056.51"
"163","2013","10","Rajasthan","Tonk","17.36","18.11","1043.2"
"163","2014","10","Rajasthan","Tonk","8.87","9.94","1120.63"
"163","2015","10","Rajasthan","Tonk","15.48","9.86","636.95"
"163","2016","10","Rajasthan","Tonk","10.61","12.76","1202.28"
"163","2017","10","Rajasthan","Tonk","11.69","11.33","968.96"
"164","2008","10","Rajasthan","Udaipur","6.38","5.56","872.46"
"164","2009","10","Rajasthan","Udaipur","5.44","4.07","748.63"
"164","2010","10","Rajasthan","Udaipur","5.29","4.37","826.38"
"164","2011","10","Rajasthan","Udaipur","4.97","5.29","1064.73"
"164","2012","10","Rajasthan","Udaipur","4.82","4.72","979.3"
"164","2013","10","Rajasthan","Udaipur","4.5","3.8","844.23"
"164","2014","10","Rajasthan","Udaipur","3.93","3.77","960.1"
"164","2015","10","Rajasthan","Udaipur","3.51","1.94","551.94"
"164","2016","10","Rajasthan","Udaipur","3.08","4.5","1459.45"
"164","2017","10","Rajasthan","Udaipur","2.96","4.08","1378.93"
"165","2008","9","Punjab","Gurdaspur","0.0","0.0","0.0"
"165","2009","9","Punjab","Gurdaspur","0.0","0.0","0.0"
"165","2010","9","Punjab","Gurdaspur","0.0","0.0","0.0"
"165","2011","9","Punjab","Gurdaspur","0.0","0.0","0.0"
"165","2012","9","Punjab","Gurdaspur","0.0","0.0","0.0"
"165","2013","9","Punjab","Gurdaspur","0.0","0.0","0.0"
"165","2014","9","Punjab","Gurdaspur","0.0","0.0","0.0"
"165","2015","9","Punjab","Gurdaspur","0.0","0.0","0.0"
"165","2016","9","Punjab","Gurdaspur","0.0","0.0","0.0"
"165","2017","9","Punjab","Gurdaspur","0.0","0.0","0.0"
"166","2008","9","Punjab","Amritsar","0.0","0.0","0.0"
"166","2009","9","Punjab","Amritsar","0.0","0.0","0.0"
"166","2010","9","Punjab","Amritsar","0.0","0.0","0.0"
"166","2011","9","Punjab","Amritsar","0.0","0.0","0.0"
"166","2012","9","Punjab","Amritsar","0.0","0.0","0.0"
"166","2013","9","Punjab","Amritsar","0.0","0.0","0.0"
"166","2014","9","Punjab","Amritsar","0.0","0.0","0.0"
"166","2015","9","Punjab","Amritsar","0.0","0.0","0.0"
"166","2016","9","Punjab","Amritsar","0.0","0.0","0.0"
"166","2017","9","Punjab","Amritsar","0.0","0.0","0.0"
"167","2008","9","Punjab","Kapurthala","0.3","0.3","1000.0"
"167","2009","9","Punjab","Kapurthala","0.0","0.0","0.0"
"167","2010","9","Punjab","Kapurthala","0.0","0.0","0.0"
"167","2011","9","Punjab","Kapurthala","0.0","0.0","0.0"
"167","2012","9","Punjab","Kapurthala","0.0","0.0","0.0"
"167","2013","9","Punjab","Kapurthala","0.0","0.0","0.0"
"167","2014","9","Punjab","Kapurthala","0.0","0.0","0.0"
"167","2015","9","Punjab","Kapurthala","0.0","0.0","0.0"
"167","2016","9","Punjab","Kapurthala","0.0","0.0","0.0"
"167","2017","9","Punjab","Kapurthala","0.0","0.0","0.0"
"168","2008","9","Punjab","Jalandhar","0.0","0.0","0.0"
"168","2009","9","Punjab","Jalandhar","0.0","0.0","0.0"
"168","2010","9","Punjab","Jalandhar","0.0","0.0","0.0"
"168","2011","9","Punjab","Jalandhar","0.0","0.0","0.0"
"168","2012","9","Punjab","Jalandhar","0.0","0.0","0.0"
"168","2013","9","Punjab","Jalandhar","0.0","0.0","0.0"
"168","2014","9","Punjab","Jalandhar","0.0","0.0","0.0"
"168","2015","9","Punjab","Jalandhar","0.0","0.0","0.0"
"168","2016","9","Punjab","Jalandhar","0.0","0.0","0.0"
"168","2017","9","Punjab","Jalandhar","0.0","0.0","0.0"
"169","2008","9","Punjab","Hoshiarpur","2.3","2.2","956.52"
"169","2009","9","Punjab","Hoshiarpur","2.2","2.7","1227.27"
"169","2010","9","Punjab","Hoshiarpur","2.0","3.7","1850.0"
"169","2011","9","Punjab","Hoshiarpur","1.6","2.8","1750.0"
"169","2012","9","Punjab","Hoshiarpur","1.6","2.9","1812.5"
"169","2013","9","Punjab","Hoshiarpur","1.3","2.4","1846.15"
"169","2014","9","Punjab","Hoshiarpur","1.4","2.6","1857.14"
"169","2015","9","Punjab","Hoshiarpur","1.0","1.9","1900.0"
"169","2016","9","Punjab","Hoshiarpur","1.0","1.9","1900.0"
"169","2017","9","Punjab","Hoshiarpur","1.2","2.3","1916.67"
"170","2008","9","Punjab","Roopnagar / Ropar","0.0","0.0","0.0"
"170","2009","9","Punjab","Roopnagar / Ropar","0.0","0.0","0.0"
"170","2010","9","Punjab","Roopnagar / Ropar","0.0","0.0","0.0"
"170","2011","9","Punjab","Roopnagar / Ropar","0.0","0.0","0.0"
"170","2012","9","Punjab","Roopnagar / Ropar","0.0","0.0","0.0"
"170","2013","9","Punjab","Roopnagar / Ropar","0.0","0.0","0.0"
"170","2014","9","Punjab","Roopnagar / Ropar","0.0","0.0","0.0"
"170","2015","9","Punjab","Roopnagar / Ropar","0.0","0.0","0.0"
"170","2016","9","Punjab","Roopnagar / Ropar","0.0","0.0","0.0"
"170","2017","9","Punjab","Roopnagar / Ropar","0.0","0.0","0.0"
"171","2008","9","Punjab","Ludhiana","0.0","0.0","0.0"
"171","2009","9","Punjab","Ludhiana","0.0","0.0","0.0"
"171","2010","9","Punjab","Ludhiana","0.0","0.0","0.0"
"171","2011","9","Punjab","Ludhiana","0.0","0.0","0.0"
"171","2012","9","Punjab","Ludhiana","0.0","0.0","0.0"
"171","2013","9","Punjab","Ludhiana","0.0","0.0","0.0"
"171","2014","9","Punjab","Ludhiana","0.0","0.0","0.0"
"171","2015","9","Punjab","Ludhiana","0.0","0.0","0.0"
"171","2016","9","Punjab","Ludhiana","0.0","0.0","0.0"
"171","2017","9","Punjab","Ludhiana","0.0","0.0","0.0"
"172","2008","9","Punjab","Ferozpur","0.0","0.0","0.0"
"172","2009","9","Punjab","Ferozpur","0.0","0.0","0.0"
"172","2010","9","Punjab","Ferozpur","0.0","0.0","0.0"
"172","2011","9","Punjab","Ferozpur","0.0","0.0","0.0"
"172","2012","9","Punjab","Ferozpur","0.0","0.0","0.0"
"172","2013","9","Punjab","Ferozpur","0.0","0.0","0.0"
"172","2014","9","Punjab","Ferozpur","0.0","0.0","0.0"
"172","2015","9","Punjab","Ferozpur","0.0","0.0","0.0"
"172","2016","9","Punjab","Ferozpur","0.2","0.4","2000.0"
"172","2017","9","Punjab","Ferozpur","0.0","0.0","0.0"
"174","2008","9","Punjab","Bhatinda","0.4","0.4","1000.0"
"174","2009","9","Punjab","Bhatinda","0.2","0.2","1000.0"
"174","2010","9","Punjab","Bhatinda","0.2","0.3","1500.0"
"174","2011","9","Punjab","Bhatinda","0.1","0.1","1000.0"
"174","2012","9","Punjab","Bhatinda","0.0","0.0","0.0"
"174","2013","9","Punjab","Bhatinda","0.0","0.0","0.0"
"174","2014","9","Punjab","Bhatinda","0.0","0.0","0.0"
"174","2015","9","Punjab","Bhatinda","0.0","0.0","0.0"
"174","2016","9","Punjab","Bhatinda","0.0","0.0","0.0"
"174","2017","9","Punjab","Bhatinda","0.0","0.0","0.0"
"175","2008","9","Punjab","Sangrur","0.1","0.1","1000.0"
"175","2009","9","Punjab","Sangrur","0.1","0.2","2000.0"
"175","2010","9","Punjab","Sangrur","0.0","0.0","0.0"
"175","2011","9","Punjab","Sangrur","0.0","0.0","0.0"
"175","2012","9","Punjab","Sangrur","0.0","0.0","0.0"
"175","2013","9","Punjab","Sangrur","0.0","0.0","0.0"
"175","2014","9","Punjab","Sangrur","0.0","0.0","0.0"
"175","2015","9","Punjab","Sangrur","0.0","0.0","0.0"
"175","2016","9","Punjab","Sangrur","0.0","0.0","0.0"
"175","2017","9","Punjab","Sangrur","0.0","0.0","0.0"
"176","2008","9","Punjab","Patiala","0.0","0.0","0.0"
"176","2009","9","Punjab","Patiala","0.0","0.0","0.0"
"176","2010","9","Punjab","Patiala","0.0","0.0","0.0"
"176","2011","9","Punjab","Patiala","0.0","0.0","0.0"
"176","2012","9","Punjab","Patiala","0.0","0.0","0.0"
"176","2013","9","Punjab","Patiala","0.0","0.0","0.0"
"176","2014","9","Punjab","Patiala","0.0","0.0","0.0"
"176","2015","9","Punjab","Patiala","0.0","0.0","0.0"
"176","2016","9","Punjab","Patiala","0.0","0.0","0.0"
"176","2017","9","Punjab","Patiala","0.0","0.0","0.0"
"177","2008","4","Haryana","Hissar","1.17","1.07","914.6"
"177","2009","4","Haryana","Hissar","1.5","1.4","933.33"
"177","2010","4","Haryana","Hissar","2.0","2.1","1050.0"
"177","2011","4","Haryana","Hissar","1.6","1.6","1000.0"
"177","2012","4","Haryana","Hissar","2.41","2.85","1179.31"
"177","2013","4","Haryana","Hissar","5.37","6.47","1204.8"
"177","2014","4","Haryana","Hissar","1.0","2.0","2000.0"
"177","2015","4","Haryana","Hissar","4.27","5.17","1210.72"
"177","2016","4","Haryana","Hissar","4.4","5.47","1243.41"
"177","2017","4","Haryana","Hissar","3.2","3.6","1125.0"
"180","2008","4","Haryana","Gurgaon","0.1","0.0","0.0"
"180","2009","4","Haryana","Gurgaon","0.0","0.0","0.0"
"180","2010","4","Haryana","Gurgaon","0.0","0.0","0.0"
"180","2011","4","Haryana","Gurgaon","0.0","0.0","0.0"
"180","2012","4","Haryana","Gurgaon","0.01","0.01","1000.0"
"180","2013","4","Haryana","Gurgaon","0.0","0.0","0.0"
"180","2014","4","Haryana","Gurgaon","0.0","0.0","0.0"
"180","2015","4","Haryana","Gurgaon","0.0","0.0","0.0"
"180","2016","4","Haryana","Gurgaon","0.0","0.0","0.0"
"180","2017","4","Haryana","Gurgaon","0.0","0.0","0.0"
"181","2008","4","Haryana","Jind","0.0","0.0","0.0"
"181","2009","4","Haryana","Jind","0.0","0.0","0.0"
"181","2010","4","Haryana","Jind","0.0","0.0","0.0"
"181","2011","4","Haryana","Jind","0.0","0.0","0.0"
"181","2012","4","Haryana","Jind","0.0","0.0","0.0"
"181","2013","4","Haryana","Jind","0.0","0.0","0.0"
"181","2014","4","Haryana","Jind","0.0","0.0","0.0"
"181","2015","4","Haryana","Jind","0.0","0.0","0.0"
"181","2016","4","Haryana","Jind","0.0","0.0","0.0"
"181","2017","4","Haryana","Jind","0.0","0.0","0.0"
"182","2008","4","Haryana","Mahendragarh / Narnaul","0.12","0.03","250.0"
"182","2009","4","Haryana","Mahendragarh / Narnaul","0.09","0.09","1000.0"
"182","2010","4","Haryana","Mahendragarh / Narnaul","0.19","0.1","534.76"
"182","2011","4","Haryana","Mahendragarh / Narnaul","0.19","0.19","1000.0"
"182","2012","4","Haryana","Mahendragarh / Narnaul","0.1","0.11","1071.5"
"182","2013","4","Haryana","Mahendragarh / Narnaul","0.03","0.03","1000.0"
"182","2014","4","Haryana","Mahendragarh / Narnaul","0.0","0.0","0.0"
"182","2015","4","Haryana","Mahendragarh / Narnaul","0.13","0.22","1674.42"
"182","2016","4","Haryana","Mahendragarh / Narnaul","0.09","0.12","1333.33"
"182","2017","4","Haryana","Mahendragarh / Narnaul","0.09","0.09","1000.0"
"183","2008","4","Haryana","Ambala","0.1","0.1","1000.0"
"183","2009","4","Haryana","Ambala","0.0","0.1","0.0"
"183","2010","4","Haryana","Ambala","0.0","0.1","0.0"
"183","2011","4","Haryana","Ambala","0.1","0.0","0.0"
"183","2012","4","Haryana","Ambala","0.02","0.02","1000.0"
"183","2013","4","Haryana","Ambala","0.0","0.0","0.0"
"183","2014","4","Haryana","Ambala","0.0","0.0","0.0"
"183","2015","4","Haryana","Ambala","0.0","0.0","0.0"
"183","2016","4","Haryana","Ambala","0.0","0.0","0.0"
"183","2017","4","Haryana","Ambala","0.0","0.0","0.0"
"184","2008","4","Haryana","Karnal","0.0","0.0","0.0"
"184","2009","4","Haryana","Karnal","0.0","0.0","0.0"
"184","2010","4","Haryana","Karnal","0.0","0.0","0.0"
"184","2011","4","Haryana","Karnal","0.0","0.0","0.0"
"184","2012","4","Haryana","Karnal","0.0","0.0","0.0"
"184","2013","4","Haryana","Karnal","0.0","0.0","0.0"
"184","2014","4","Haryana","Karnal","0.0","0.0","0.0"
"184","2015","4","Haryana","Karnal","0.0","0.0","0.0"
"184","2016","4","Haryana","Karnal","0.0","0.0","0.0"
"184","2017","4","Haryana","Karnal","0.0","0.0","0.0"
"186","2008","4","Haryana","Rohtak","0.11","0.2","1769.91"
"186","2009","4","Haryana","Rohtak","0.11","0.01","115.04"
"186","2010","4","Haryana","Rohtak","0.11","0.1","884.96"
"186","2011","4","Haryana","Rohtak","0.21","0.21","1000.0"
"186","2012","4","Haryana","Rohtak","0.08","0.09","1130.72"
"186","2013","4","Haryana","Rohtak","0.2","0.2","1000.0"
"186","2014","4","Haryana","Rohtak","0.0","0.0","0.0"
"186","2015","4","Haryana","Rohtak","0.1","0.11","1130.0"
"186","2016","4","Haryana","Rohtak","0.11","0.11","1000.0"
"186","2017","4","Haryana","Rohtak","0.01","0.01","1000.0"
"189","2008","12","Uttar Pradesh","Saharanpur","4.99","5.23","1048.1"
"189","2009","12","Uttar Pradesh","Saharanpur","4.64","5.37","1157.33"
"189","2010","12","Uttar Pradesh","Saharanpur","4.82","5.67","1176.35"
"189","2011","12","Uttar Pradesh","Saharanpur","4.7","5.86","1246.81"
"189","2012","12","Uttar Pradesh","Saharanpur","4.11","4.48","1090.02"
"189","2013","12","Uttar Pradesh","Saharanpur","4.81","5.09","1058.21"
"189","2014","12","Uttar Pradesh","Saharanpur","4.86","5.02","1032.92"
"189","2015","12","Uttar Pradesh","Saharanpur","4.46","5.34","1197.31"
"189","2016","12","Uttar Pradesh","Saharanpur","4.5","4.62","1027.32"
"189","2017","12","Uttar Pradesh","Saharanpur","4.4","5.01","1136.69"
"190","2008","12","Uttar Pradesh","Muzaffarnagar","0.01","0.01","1000.0"
"190","2009","12","Uttar Pradesh","Muzaffarnagar","0.0","0.0","0.0"
"190","2010","12","Uttar Pradesh","Muzaffarnagar","0.0","0.0","0.0"
"190","2011","12","Uttar Pradesh","Muzaffarnagar","0.0","0.0","0.0"
"190","2012","12","Uttar Pradesh","Muzaffarnagar","0.0","0.0","0.0"
"190","2013","12","Uttar Pradesh","Muzaffarnagar","0.0","0.0","0.0"
"190","2014","12","Uttar Pradesh","Muzaffarnagar","0.0","0.0","0.0"
"190","2015","12","Uttar Pradesh","Muzaffarnagar","0.0","0.0","0.0"
"190","2016","12","Uttar Pradesh","Muzaffarnagar","0.0","0.0","0.0"
"190","2017","12","Uttar Pradesh","Muzaffarnagar","0.0","0.0","1000.0"
"191","2008","12","Uttar Pradesh","Meerut","0.0","0.0","0.0"
"191","2009","12","Uttar Pradesh","Meerut","0.0","0.0","0.0"
"191","2010","12","Uttar Pradesh","Meerut","0.0","0.0","0.0"
"191","2011","12","Uttar Pradesh","Meerut","0.0","0.0","0.0"
"191","2012","12","Uttar Pradesh","Meerut","0.0","0.0","0.0"
"191","2013","12","Uttar Pradesh","Meerut","0.0","0.0","0.0"
"191","2014","12","Uttar Pradesh","Meerut","0.0","0.0","0.0"
"191","2015","12","Uttar Pradesh","Meerut","0.0","0.0","0.0"
"191","2016","12","Uttar Pradesh","Meerut","0.0","0.0","1000.0"
"191","2017","12","Uttar Pradesh","Meerut","0.0","0.0","0.0"
"192","2008","12","Uttar Pradesh","Buland Shahar","0.0","0.0","0.0"
"192","2009","12","Uttar Pradesh","Buland Shahar","0.0","0.0","0.0"
"192","2010","12","Uttar Pradesh","Buland Shahar","0.01","0.01","1000.0"
"192","2011","12","Uttar Pradesh","Buland Shahar","0.0","0.0","0.0"
"192","2012","12","Uttar Pradesh","Buland Shahar","0.01","0.01","1000.0"
"192","2013","12","Uttar Pradesh","Buland Shahar","0.0","0.0","0.0"
"192","2014","12","Uttar Pradesh","Buland Shahar","0.0","0.0","0.0"
"192","2015","12","Uttar Pradesh","Buland Shahar","0.0","0.0","0.0"
"192","2016","12","Uttar Pradesh","Buland Shahar","0.0","0.0","1000.0"
"192","2017","12","Uttar Pradesh","Buland Shahar","0.0","0.0","1000.0"
"194","2008","12","Uttar Pradesh","Aligarh","0.01","0.01","1000.0"
"194","2009","12","Uttar Pradesh","Aligarh","0.02","0.02","1000.0"
"194","2010","12","Uttar Pradesh","Aligarh","0.02","0.02","1000.0"
"194","2011","12","Uttar Pradesh","Aligarh","0.03","0.03","1000.0"
"194","2012","12","Uttar Pradesh","Aligarh","0.03","0.03","1000.0"
"194","2013","12","Uttar Pradesh","Aligarh","0.07","0.06","857.14"
"194","2014","12","Uttar Pradesh","Aligarh","0.01","0.01","1000.0"
"194","2015","12","Uttar Pradesh","Aligarh","0.04","0.03","750.0"
"194","2016","12","Uttar Pradesh","Aligarh","0.08","0.07","902.44"
"194","2017","12","Uttar Pradesh","Aligarh","0.03","0.03","1000.0"
"195","2008","12","Uttar Pradesh","Mathura","0.0","0.0","0.0"
"195","2009","12","Uttar Pradesh","Mathura","0.0","0.0","0.0"
"195","2010","12","Uttar Pradesh","Mathura","0.01","0.01","1000.0"
"195","2011","12","Uttar Pradesh","Mathura","0.0","0.0","0.0"
"195","2012","12","Uttar Pradesh","Mathura","0.0","0.0","0.0"
"195","2013","12","Uttar Pradesh","Mathura","0.0","0.0","0.0"
"195","2014","12","Uttar Pradesh","Mathura","0.0","0.0","0.0"
"195","2015","12","Uttar Pradesh","Mathura","0.0","0.0","0.0"
"195","2016","12","Uttar Pradesh","Mathura","0.0","0.0","0.0"
"195","2017","12","Uttar Pradesh","Mathura","0.0","0.0","0.0"
"196","2008","12","Uttar Pradesh","Agra","0.03","0.01","503.7"
"196","2009","12","Uttar Pradesh","Agra","0.01","0.01","666.67"
"196","2010","12","Uttar Pradesh","Agra","0.01","0.01","1000.0"
"196","2011","12","Uttar Pradesh","Agra","0.05","0.05","937.27"
"196","2012","12","Uttar Pradesh","Agra","0.03","0.03","1000.0"
"196","2013","12","Uttar Pradesh","Agra","0.08","0.13","1695.65"
"196","2014","12","Uttar Pradesh","Agra","0.05","0.1","2000.0"
"196","2015","12","Uttar Pradesh","Agra","0.07","0.11","1501.34"
"196","2016","12","Uttar Pradesh","Agra","0.04","0.11","2492.06"
"196","2017","12","Uttar Pradesh","Agra","0.14","0.16","1117.92"
"197","2008","12","Uttar Pradesh","Mainpuri","0.24","0.18","725.93"
"197","2009","12","Uttar Pradesh","Mainpuri","0.62","0.4","650.53"
"197","2010","12","Uttar Pradesh","Mainpuri","0.89","0.88","988.76"
"197","2011","12","Uttar Pradesh","Mainpuri","1.51","1.49","988.98"
"197","2012","12","Uttar Pradesh","Mainpuri","1.75","1.74","994.27"
"197","2013","12","Uttar Pradesh","Mainpuri","1.58","2.73","1724.24"
"197","2014","12","Uttar Pradesh","Mainpuri","0.9","1.79","1988.88"
