"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN KHARIF CONSUMPTION (tons)","NITROGEN RABI CONSUMPTION (tons)","PHOSPHATE KHARIF CONSUMPTION (tons)","PHOSPHATE RABI CONSUMPTION (tons)","POTASH KHARIF CONSUMPTION (tons)","POTASH RABI CONSUMPTION (tons)","TOTAL KHARIF CONSUMPTION (tons)","TOTAL RABI CONSUMPTION (tons)"
"105","2009","7","Maharashtra","Sangli","41492.0","39544.0","28652.0","19671.0","18433.0","17436.0","88577.0","76651.0"
"105","2010","7","Maharashtra","Sangli","34827.0","39919.0","24226.0","23394.0","14912.0","17342.0","73965.0","80655.0"
"105","2011","7","Maharashtra","Sangli","33641.0","34146.0","23312.0","17782.0","6222.0","16811.0","63175.0","68739.0"
"105","2012","7","Maharashtra","Sangli","29537.0","28826.0","12482.0","15492.0","9798.0","12344.0","51817.0","56662.0"
"105","2013","7","Maharashtra","Sangli","33308.0","27511.0","14004.0","13830.0","11850.0","10553.0","59162.0","51894.0"
"105","2014","7","Maharashtra","Sangli","24335.0","32265.0","9337.0","14858.0","12980.0","12292.0","46652.0","59415.0"
"105","2015","7","Maharashtra","Sangli","23841.0","23163.0","12220.0","14472.0","8777.0","11388.0","44838.0","49023.0"
"105","2016","7","Maharashtra","Sangli","26709.0","28998.0","13287.0","16017.0","12671.0","13139.0","52666.0","58154.0"
"105","2017","7","Maharashtra","Sangli","24179.0","30441.0","13109.0","14841.0","13219.0","11459.0","50507.0","56741.0"
"106","2008","7","Maharashtra","Solapur","34326.0","43221.0","18269.0","23320.0","12801.0","19793.0","65396.0","86334.0"
"106","2009","7","Maharashtra","Solapur","50349.0","50610.0","37110.0","36466.0","19944.0","29166.0","107403.0","116242.0"
"106","2010","7","Maharashtra","Solapur","51902.0","44438.0","48356.0","27779.0","28993.0","24380.0","129251.0","96597.0"
"106","2011","7","Maharashtra","Solapur","52333.0","57784.0","35919.0","30332.0","11037.0","25185.0","99289.0","113301.0"
"106","2012","7","Maharashtra","Solapur","35441.0","36672.0","18049.0","18561.0","13693.0","14149.0","67183.0","69382.0"
"106","2013","7","Maharashtra","Solapur","47870.0","55652.0","18809.0","31444.0","11180.0","24792.0","77859.0","111888.0"
"106","2014","7","Maharashtra","Solapur","36763.0","51159.0","17747.0","20434.0","15056.0","18131.0","69566.0","89724.0"
"106","2015","7","Maharashtra","Solapur","35174.0","26131.0","14365.0","15212.0","9838.0","12144.0","59377.0","53487.0"
"106","2016","7","Maharashtra","Solapur","31586.0","56121.0","12903.0","23370.0","6990.0","19059.0","51479.0","98550.0"
"106","2017","7","Maharashtra","Solapur","44653.0","57103.0","23479.0","25788.0","20828.0","17515.0","88960.0","100406.0"
"107","2008","7","Maharashtra","Kolhapur","23926.0","18680.0","12707.0","9983.0","9705.0","7638.0","46338.0","36301.0"
"107","2009","7","Maharashtra","Kolhapur","40154.0","29548.0","25711.0","17209.0","15969.0","18589.0","81834.0","65346.0"
"107","2010","7","Maharashtra","Kolhapur","35030.0","30241.0","22924.0","16725.0","17149.0","18508.0","75103.0","65474.0"
"107","2011","7","Maharashtra","Kolhapur","31820.0","36319.0","16111.0","21066.0","4738.0","20453.0","52669.0","77838.0"
"107","2012","7","Maharashtra","Kolhapur","39557.0","31492.0","14838.0","14820.0","14151.0","12653.0","68546.0","58965.0"
"107","2013","7","Maharashtra","Kolhapur","31119.0","34877.0","7301.0","17159.0","10770.0","14222.0","49190.0","66258.0"
"107","2014","7","Maharashtra","Kolhapur","38438.0","40526.0","14319.0","18916.0","16038.0","16156.0","68795.0","75598.0"
"107","2015","7","Maharashtra","Kolhapur","36290.0","32011.0","13728.0","16921.0","10163.0","14424.0","60181.0","63356.0"
"107","2016","7","Maharashtra","Kolhapur","37362.0","41250.0","14208.0","21800.0","13922.0","18934.0","65491.0","81984.0"
"107","2017","7","Maharashtra","Kolhapur","31647.0","39349.0","11816.0","19208.0","14214.0","16366.0","57677.0","74923.0"
"108","2008","7","Maharashtra","Aurangabad","83977.0","41406.0","40768.0","28675.0","32465.0","19128.0","157210.0","89209.0"
"108","2009","7","Maharashtra","Aurangabad","83547.0","47103.0","74818.0","33285.0","30127.0","33464.0","188492.0","113852.0"
"108","2010","7","Maharashtra","Aurangabad","85251.0","88374.0","67454.0","46804.0","30417.0","39136.0","183122.0","174314.0"
"108","2011","7","Maharashtra","Aurangabad","93852.0","62811.0","54802.0","48407.0","8255.0","25058.0","156909.0","136276.0"
"108","2012","7","Maharashtra","Aurangabad","75856.0","33118.0","35377.0","20983.0","17485.0","11514.0","128718.0","65615.0"
"108","2013","7","Maharashtra","Aurangabad","97221.0","59963.0","35642.0","34831.0","17465.0","15377.0","150328.0","110171.0"
"108","2014","7","Maharashtra","Aurangabad","89756.0","47833.0","41934.0","21487.0","26009.0","14359.0","157699.0","83679.0"
"108","2015","7","Maharashtra","Aurangabad","88781.0","61108.0","39024.0","40712.0","17071.0","20344.0","144876.0","122164.0"
"108","2016","7","Maharashtra","Aurangabad","92469.0","60444.0","43872.0","37271.0","23152.0","20579.0","159493.0","118294.0"
"108","2017","7","Maharashtra","Aurangabad","99528.0","36654.0","48012.0","24450.0","28616.0","13158.0","176156.0","74262.0"
"109","2008","7","Maharashtra","Parbhani","31374.0","12317.0","17835.0","8185.0","8857.0","4723.0","58066.0","25225.0"
"109","2009","7","Maharashtra","Parbhani","32717.0","11717.0","28692.0","7120.0","6443.0","6460.0","67852.0","25297.0"
"109","2010","7","Maharashtra","Parbhani","37303.0","23872.0","32094.0","17276.0","13643.0","9793.0","83040.0","50941.0"
"109","2011","7","Maharashtra","Parbhani","39707.0","24901.0","24122.0","15437.0","5483.0","7523.0","69312.0","47861.0"
"109","2012","7","Maharashtra","Parbhani","36966.0","20217.0","21919.0","12283.0","9444.0","4869.0","68329.0","37369.0"
"109","2013","7","Maharashtra","Parbhani","36320.0","25899.0","17912.0","14795.0","8477.0","6228.0","62709.0","46922.0"
"109","2014","7","Maharashtra","Parbhani","40397.0","14913.0","21496.0","9003.0","10764.0","5758.0","72657.0","29674.0"
"109","2015","7","Maharashtra","Parbhani","29983.0","17606.0","18971.0","17318.0","7062.0","6979.0","56016.0","41903.0"
"109","2016","7","Maharashtra","Parbhani","31438.0","18941.0","18100.0","13240.0","7909.0","5436.0","57448.0","37617.0"
"109","2017","7","Maharashtra","Parbhani","34449.0","18065.0","24291.0","14947.0","11675.0","4899.0","70415.0","37911.0"
"110","2008","7","Maharashtra","Beed","30099.0","13629.0","12740.0","7764.0","5834.0","5348.0","48673.0","26741.0"
"110","2009","7","Maharashtra","Beed","28461.0","17476.0","17856.0","11764.0","4064.0","9167.0","50381.0","38407.0"
"110","2010","7","Maharashtra","Beed","36095.0","25175.0","25437.0","14811.0","14000.0","12118.0","75532.0","52104.0"
"110","2011","7","Maharashtra","Beed","39646.0","23810.0","24494.0","14493.0","3896.0","8626.0","68036.0","46929.0"
"110","2012","7","Maharashtra","Beed","32265.0","13040.0","18085.0","7797.0","8526.0","4643.0","58876.0","25480.0"
"110","2013","7","Maharashtra","Beed","37556.0","20701.0","19052.0","12716.0","8741.0","6241.0","65349.0","39658.0"
"110","2014","7","Maharashtra","Beed","41048.0","12529.0","20156.0","6590.0","9426.0","4098.0","70630.0","23217.0"
"110","2015","7","Maharashtra","Beed","26159.0","16389.0","13904.0","14596.0","6014.0","5373.0","46077.0","36358.0"
"110","2016","7","Maharashtra","Beed","21305.0","25616.0","15598.0","18533.0","8347.0","9072.0","45251.0","53221.0"
"110","2017","7","Maharashtra","Beed","37518.0","22803.0","23768.0","17620.0","11464.0","9661.0","72750.0","50084.0"
"111","2008","7","Maharashtra","Nanded","48406.0","26731.0","25732.0","23890.0","18758.0","16044.0","92896.0","66665.0"
"111","2009","7","Maharashtra","Nanded","50643.0","18168.0","49187.0","12554.0","22531.0","17789.0","122361.0","48511.0"
"111","2010","7","Maharashtra","Nanded","40858.0","41433.0","35389.0","28238.0","17037.0","14197.0","93284.0","83868.0"
"111","2011","7","Maharashtra","Nanded","46653.0","38694.0","34615.0","32723.0","5647.0","14322.0","86915.0","85739.0"
"111","2012","7","Maharashtra","Nanded","37138.0","27241.0","22528.0","23624.0","10829.0","8685.0","70495.0","59550.0"
"111","2013","7","Maharashtra","Nanded","44165.0","31550.0","20396.0","17566.0","7687.0","8529.0","72248.0","57645.0"
"111","2014","7","Maharashtra","Nanded","47991.0","37136.0","25641.0","20636.0","11238.0","14885.0","84870.0","72657.0"
"111","2015","7","Maharashtra","Nanded","45622.0","44308.0","24208.0","36270.0","6443.0","12312.0","76273.0","92890.0"
"111","2016","7","Maharashtra","Nanded","42619.0","44090.0","21288.0","29314.0","11432.0","13767.0","75339.0","87171.0"
"111","2017","7","Maharashtra","Nanded","52126.0","23238.0","32402.0","24289.0","19679.0","10363.0","104207.0","57890.0"
"112","2008","7","Maharashtra","Osmanabad","24906.0","17807.0","20324.0","11183.0","7142.0","5612.0","52372.0","34602.0"
"112","2009","7","Maharashtra","Osmanabad","29906.0","18866.0","36673.0","13132.0","9285.0","8506.0","75864.0","40504.0"
"112","2010","7","Maharashtra","Osmanabad","39592.0","26112.0","35459.0","20540.0","14266.0","11551.0","89317.0","58203.0"
"112","2011","7","Maharashtra","Osmanabad","40464.0","34255.0","26944.0","30831.0","5785.0","9838.0","73193.0","74924.0"
"112","2012","7","Maharashtra","Osmanabad","34878.0","20320.0","23200.0","15388.0","5888.0","4129.0","63966.0","39837.0"
"112","2013","7","Maharashtra","Osmanabad","36138.0","26804.0","21077.0","18206.0","6974.0","6192.0","64189.0","51202.0"
"112","2014","7","Maharashtra","Osmanabad","36143.0","17170.0","26778.0","13463.0","11238.0","5387.0","74159.0","36020.0"
"112","2015","7","Maharashtra","Osmanabad","25052.0","12156.0","21441.0","15736.0","5343.0","4232.0","51836.0","32124.0"
"112","2016","7","Maharashtra","Osmanabad","21459.0","26088.0","20995.0","18300.0","4373.0","6775.0","46827.0","51163.0"
"112","2017","7","Maharashtra","Osmanabad","28780.0","28237.0","27380.0","23065.0","9849.0","9270.0","66009.0","60572.0"
"113","2008","7","Maharashtra","Buldhana","44391.0","11638.0","21750.0","11265.0","10922.0","5438.0","77063.0","28341.0"
"113","2009","7","Maharashtra","Buldhana","39967.0","19521.0","29088.0","16998.0","5174.0","8188.0","74229.0","44707.0"
"113","2010","7","Maharashtra","Buldhana","38690.0","31431.0","31908.0","23344.0","11178.0","14035.0","81776.0","68810.0"
"113","2011","7","Maharashtra","Buldhana","42955.0","20265.0","25089.0","18355.0","3414.0","7247.0","71458.0","45867.0"
"113","2012","7","Maharashtra","Buldhana","40026.0","16315.0","21943.0","15861.0","7995.0","4326.0","69964.0","36502.0"
"113","2013","7","Maharashtra","Buldhana","38935.0","26768.0","20039.0","18863.0","6657.0","5859.0","65631.0","51490.0"
"113","2014","7","Maharashtra","Buldhana","36024.0","25850.0","21616.0","22427.0","8135.0","9947.0","65775.0","58224.0"
"113","2015","7","Maharashtra","Buldhana","29716.0","22385.0","14404.0","24230.0","2929.0","7596.0","47049.0","54211.0"
"113","2016","7","Maharashtra","Buldhana","32186.0","21995.0","17588.0","19675.0","6432.0","6165.0","56206.0","47835.0"
"113","2017","7","Maharashtra","Buldhana","32175.0","14659.0","20218.0","17725.0","8340.0","5316.0","60733.0","37700.0"
"114","2008","7","Maharashtra","Akola","23731.0","10189.0","17724.0","12494.0","5944.0","3961.0","47399.0","26644.0"
"114","2009","7","Maharashtra","Akola","31259.0","12331.0","28446.0","10309.0","4680.0","5043.0","64385.0","27683.0"
"114","2010","7","Maharashtra","Akola","30647.0","21969.0","27850.0","13837.0","7239.0","5875.0","65736.0","41681.0"
"114","2011","7","Maharashtra","Akola","32609.0","16556.0","20094.0","17676.0","6721.0","4590.0","59424.0","38822.0"
"114","2012","7","Maharashtra","Akola","26385.0","18884.0","18388.0","13469.0","6075.0","3333.0","50848.0","35686.0"
"114","2013","7","Maharashtra","Akola","27086.0","21572.0","16551.0","19492.0","3260.0","2621.0","46897.0","43685.0"
"114","2014","7","Maharashtra","Akola","23698.0","17220.0","17486.0","10585.0","5760.0","4828.0","46944.0","32633.0"
"114","2015","7","Maharashtra","Akola","27563.0","18603.0","20134.0","20470.0","5793.0","6443.0","53490.0","45516.0"
"114","2016","7","Maharashtra","Akola","25685.0","15074.0","15145.0","12566.0","4879.0","3346.0","45709.0","30986.0"
"114","2017","7","Maharashtra","Akola","23850.0","10509.0","19679.0","11020.0","7434.0","3355.0","50963.0","24884.0"
"115","2008","7","Maharashtra","Amarawati","19726.0","12886.0","16465.0","11896.0","7280.0","5350.0","43471.0","30132.0"
"115","2009","7","Maharashtra","Amarawati","25667.0","12969.0","21318.0","7535.0","6193.0","6605.0","53178.0","27109.0"
"115","2010","7","Maharashtra","Amarawati","16714.0","21196.0","17180.0","14469.0","5032.0","5365.0","38926.0","41030.0"
"115","2011","7","Maharashtra","Amarawati","20449.0","18989.0","15777.0","16873.0","2754.0","9347.0","38980.0","45209.0"
"115","2012","7","Maharashtra","Amarawati","20379.0","17605.0","14414.0","10827.0","4051.0","4804.0","38844.0","33236.0"
"115","2013","7","Maharashtra","Amarawati","20877.0","17096.0","16089.0","8526.0","7394.0","2699.0","44360.0","28321.0"
"115","2014","7","Maharashtra","Amarawati","18518.0","18875.0","14956.0","8745.0","9150.0","5124.0","42624.0","32744.0"
"115","2015","7","Maharashtra","Amarawati","25493.0","16283.0","18479.0","13394.0","8574.0","5348.0","52546.0","35025.0"
"115","2016","7","Maharashtra","Amarawati","20976.0","12366.0","12346.0","10431.0","6452.0","4381.0","39774.0","27178.0"
"115","2017","7","Maharashtra","Amarawati","21632.0","13409.0","14682.0","10934.0","8740.0","4727.0","45054.0","29070.0"
"116","2008","7","Maharashtra","Yeotmal","36095.0","8770.0","17193.0","5142.0","10141.0","1667.0","63429.0","15579.0"
"116","2009","7","Maharashtra","Yeotmal","33304.0","7595.0","28699.0","6160.0","9745.0","7669.0","71748.0","21424.0"
"116","2010","7","Maharashtra","Yeotmal","36401.0","23428.0","27011.0","13388.0","13635.0","8126.0","77047.0","44942.0"
"116","2011","7","Maharashtra","Yeotmal","41699.0","22676.0","22713.0","17247.0","4712.0","9781.0","69124.0","49704.0"
"116","2012","7","Maharashtra","Yeotmal","41166.0","19186.0","26144.0","10314.0","11273.0","4189.0","78583.0","33689.0"
"116","2013","7","Maharashtra","Yeotmal","34537.0","23837.0","14874.0","12941.0","6805.0","4597.0","56216.0","41375.0"
"116","2014","7","Maharashtra","Yeotmal","43963.0","22008.0","21989.0","12097.0","13216.0","6416.0","79168.0","40521.0"
"116","2015","7","Maharashtra","Yeotmal","40737.0","27254.0","17829.0","19627.0","9501.0","7136.0","68067.0","54017.0"
"116","2016","7","Maharashtra","Yeotmal","36667.0","22706.0","13302.0","13673.0","11020.0","5678.0","60988.0","42057.0"
"116","2017","7","Maharashtra","Yeotmal","39257.0","9458.0","21729.0","10472.0","14748.0","3929.0","75734.0","23859.0"
"117","2008","7","Maharashtra","Wardha","16666.0","8535.0","14621.0","4449.0","5433.0","2551.0","36720.0","15535.0"
"117","2009","7","Maharashtra","Wardha","21277.0","6832.0","19862.0","4604.0","7350.0","4472.0","48489.0","15908.0"
"117","2010","7","Maharashtra","Wardha","15375.0","19570.0","13962.0","12364.0","3639.0","8893.0","32976.0","40827.0"
"117","2011","7","Maharashtra","Wardha","17643.0","12124.0","16229.0","8717.0","4179.0","4035.0","38051.0","24876.0"
"117","2012","7","Maharashtra","Wardha","17719.0","12759.0","11793.0","6443.0","5425.0","3657.0","34937.0","22859.0"
"117","2013","7","Maharashtra","Wardha","21736.0","12597.0","11597.0","7559.0","7449.0","2984.0","40782.0","23140.0"
"117","2014","7","Maharashtra","Wardha","20204.0","16727.0","11703.0","8663.0","8865.0","7784.0","40772.0","33174.0"
"117","2015","7","Maharashtra","Wardha","26772.0","10019.0","17059.0","9504.0","7262.0","5440.0","51093.0","24963.0"
"117","2016","7","Maharashtra","Wardha","27413.0","12833.0","15072.0","9183.0","9794.0","3994.0","52279.0","26010.0"
